vehicle_id,vehicle_type,model,year,location,acquired_date
BW8MDZ,Compact,Hyundai Elantra,2021,North,2023-03-14
WFASFG,Mid-Size,Honda Accord,2018,East,2023-02-08
LQ3P4V,Compact,Honda Civic,2021,Central,2023-03-09
OSF9K6,Truck,Ram 1500,2020,East,2023-03-05
XKREWC,Mid-Size,Toyota Camry,2022,North,2023-02-16
XHEHD5,Full-Size,Chevrolet Impala,2023,West,2023-01-10
77ZI11,SUV,Chevrolet Equinox,2019,East,2023-03-29
I49NV5,Truck,Chevrolet Silverado,2022,West,2023-01-05
J9K8I0,Compact,Hyundai Elantra,2018,South,2023-02-02
SNPIY9,SUV,Ford Explorer,2023,North,2023-02-27
VJYP7J,SUV,Chevrolet Equinox,2020,North,2023-03-11
SR5DW3,Compact,Toyota Corolla,2022,West,2023-02-18
NSKP8N,SUV,Ford Explorer,2022,West,2023-02-06
HUQ2B6,Mid-Size,Nissan Altima,2021,South,2023-02-06
Z4OQM4,Full-Size,Chrysler 300,2020,North,2023-03-29
CTJW8Y,Mid-Size,Nissan Altima,2022,West,2023-01-31
BOBRGY,Mid-Size,Toyota Camry,2020,North,2023-03-18
TL40WM,Compact,Honda Civic,2021,North,2023-01-05
JV241A,Compact,Hyundai Elantra,2021,East,2023-03-01
9IAUQD,Compact,Toyota Corolla,2020,West,2023-03-03
HHP0YA,Full-Size,Chrysler 300,2018,Central,2023-03-02
GV2BME,Mid-Size,Nissan Altima,2019,West,2023-02-07
ROG81T,Compact,Honda Civic,2023,Central,2023-03-04
1L7ONU,Full-Size,Ford Taurus,2021,West,2023-02-10
UW3JZH,Full-Size,Chevrolet Impala,2021,Central,2023-02-23
IRSXF3,Mid-Size,Nissan Altima,2019,North,2023-03-22
UV0YPR,Truck,Ram 1500,2022,North,2023-03-02
IUHWPI,Mid-Size,Nissan Altima,2020,West,2023-03-08
R7UMQV,SUV,Toyota RAV4,2019,Central,2023-03-29
FUB4VE,Compact,Honda Civic,2018,West,2023-01-20
Q58EJF,Full-Size,Chrysler 300,2020,South,2023-02-22
N5ZJLW,Truck,Ford F-150,2021,East,2023-03-01
VQP7S2,SUV,Toyota RAV4,2019,North,2023-03-04
8M23HI,Full-Size,Chevrolet Impala,2019,South,2023-01-12
FW11NZ,Full-Size,Ford Taurus,2019,West,2023-03-10
BXR38U,Mid-Size,Toyota Camry,2019,North,2023-01-18
W7MFSM,Full-Size,Chevrolet Impala,2022,East,2023-02-06
W2SLUP,SUV,Chevrolet Equinox,2020,South,2023-03-06
G1LT6G,Truck,Chevrolet Silverado,2020,East,2023-01-24
PGPK6K,Mid-Size,Toyota Camry,2018,West,2023-01-12
WEQ4YK,Compact,Hyundai Elantra,2021,Central,2023-03-02
82O9GL,Full-Size,Chevrolet Impala,2023,East,2023-01-26
783GHX,Compact,Hyundai Elantra,2022,Central,2023-03-16
C9738I,Compact,Toyota Corolla,2020,West,2023-03-22
5JEJ17,Mid-Size,Honda Accord,2019,Central,2023-02-01
WIVSSM,Full-Size,Chevrolet Impala,2020,West,2023-03-08
EN6OAM,Compact,Hyundai Elantra,2018,East,2023-01-21
QVXPFP,Compact,Hyundai Elantra,2018,West,2023-03-25
ASQMX1,Compact,Toyota Corolla,2022,South,2023-01-23
JSSSOH,SUV,Ford Explorer,2023,West,2023-03-21
GBB3C4,Full-Size,Ford Taurus,2023,West,2023-03-12
6IPMOM,Compact,Hyundai Elantra,2021,West,2023-01-29
MYOGN9,Compact,Toyota Corolla,2023,North,2023-03-16
9CU9GC,Full-Size,Chevrolet Impala,2020,East,2023-02-26
HL7JLJ,Mid-Size,Honda Accord,2019,West,2023-03-02
O9DQWE,Full-Size,Chevrolet Impala,2019,North,2023-02-04
B9JIMC,Mid-Size,Toyota Camry,2019,West,2023-01-22
FATQJ7,Truck,Ford F-150,2022,Central,2023-03-04
KAD0TJ,Mid-Size,Honda Accord,2018,East,2023-01-05
IHPZW0,Full-Size,Chrysler 300,2023,Central,2023-02-01
BU1HUA,Compact,Honda Civic,2022,Central,2023-01-13
60WVYP,Truck,Ford F-150,2020,East,2023-01-01
8H314C,Truck,Chevrolet Silverado,2022,Central,2023-01-01
QXWYWI,Full-Size,Ford Taurus,2018,Central,2023-01-09
3R8STV,Mid-Size,Toyota Camry,2020,North,2023-03-26
56VTBC,Compact,Toyota Corolla,2018,Central,2023-03-11
0MPWHL,SUV,Ford Explorer,2018,North,2023-03-31
B1SGVF,Full-Size,Chrysler 300,2018,East,2023-01-08
2IJ50Y,Compact,Hyundai Elantra,2022,Central,2023-03-31
VSGK87,Mid-Size,Toyota Camry,2022,West,2023-02-23
052OZ1,Mid-Size,Toyota Camry,2023,South,2023-03-13
E6RLRL,SUV,Chevrolet Equinox,2023,West,2023-03-19
LT9OH1,Full-Size,Chevrolet Impala,2023,South,2023-01-24
KTJHJM,Full-Size,Chrysler 300,2023,South,2023-03-08
8YZBAM,Full-Size,Chrysler 300,2018,Central,2023-02-28
5A13KE,Mid-Size,Toyota Camry,2022,North,2023-02-07
FC42YD,Mid-Size,Toyota Camry,2022,Central,2023-02-14
8Y3NH3,Compact,Toyota Corolla,2018,East,2023-01-19
BGFDTI,SUV,Chevrolet Equinox,2018,North,2023-01-17
87G3BK,Mid-Size,Nissan Altima,2023,West,2023-03-25
XHCFXH,Mid-Size,Honda Accord,2023,North,2023-03-07
IH552A,Compact,Toyota Corolla,2019,South,2023-02-20
J5TBI3,Compact,Toyota Corolla,2018,South,2023-03-04
5PFCI2,Full-Size,Chevrolet Impala,2020,West,2023-02-06
3J9591,Compact,Toyota Corolla,2018,South,2023-01-23
U9Y3OI,Compact,Honda Civic,2022,West,2023-03-26
UOMZVL,SUV,Chevrolet Equinox,2020,North,2023-03-31
ITLIHX,Mid-Size,Toyota Camry,2018,West,2023-01-20
OMEBZ8,Mid-Size,Toyota Camry,2023,West,2023-03-14
L4VKUE,Mid-Size,Nissan Altima,2022,South,2023-02-09
M04H6V,SUV,Toyota RAV4,2023,Central,2023-03-05
I25JDK,Mid-Size,Honda Accord,2023,East,2023-01-10
1CKLAV,SUV,Chevrolet Equinox,2018,West,2023-02-13
3F5850,Truck,Chevrolet Silverado,2022,North,2023-01-12
QH6TQO,Full-Size,Ford Taurus,2022,Central,2023-03-15
HN2UOD,Mid-Size,Toyota Camry,2022,South,2023-02-05
OHOF8G,Full-Size,Ford Taurus,2019,West,2023-01-24
EXM9OX,Mid-Size,Nissan Altima,2020,North,2023-03-04
493U3K,Mid-Size,Honda Accord,2023,North,2023-03-27
55NCYD,Mid-Size,Nissan Altima,2018,North,2023-01-31
A8UX57,Mid-Size,Honda Accord,2021,Central,2023-03-06
8EL1BI,Compact,Toyota Corolla,2022,South,2023-03-04
SMG6QO,Mid-Size,Honda Accord,2022,Central,2023-02-14
XYR5K5,Compact,Hyundai Elantra,2021,East,2023-03-14
5A1FR7,Mid-Size,Honda Accord,2022,North,2023-01-12
HU1RCC,Full-Size,Ford Taurus,2023,East,2023-03-20
SAA8TR,Truck,Ford F-150,2022,East,2023-02-06
D2SH1I,Compact,Hyundai Elantra,2018,South,2023-01-05
SUK5ZK,Full-Size,Ford Taurus,2019,West,2023-03-31
FLQTOB,Mid-Size,Toyota Camry,2019,Central,2023-03-11
YNMU4A,Compact,Honda Civic,2020,Central,2023-03-15
8WTBZZ,Compact,Toyota Corolla,2020,East,2023-01-14
U244LY,Compact,Hyundai Elantra,2019,Central,2023-03-09
CUFLYP,Compact,Hyundai Elantra,2022,Central,2023-03-04
5D8ZPA,Mid-Size,Toyota Camry,2018,North,2023-03-23
BOUSKX,Mid-Size,Nissan Altima,2022,West,2023-02-03
WMLP0V,Mid-Size,Toyota Camry,2021,West,2023-03-25
E7HYAJ,Compact,Honda Civic,2023,North,2023-03-05
U4UB8J,Compact,Honda Civic,2018,West,2023-01-23
NDZQHW,Compact,Toyota Corolla,2019,Central,2023-01-20
HTX3ZU,Mid-Size,Nissan Altima,2023,South,2023-03-23
BIUTT0,Mid-Size,Nissan Altima,2020,Central,2023-02-28
6SEPJT,Mid-Size,Honda Accord,2021,Central,2023-01-11
VTULG4,Compact,Toyota Corolla,2018,West,2023-01-12
OH9BM0,Compact,Hyundai Elantra,2022,West,2023-03-16
O4MXPQ,Truck,Chevrolet Silverado,2019,East,2023-01-16
R91NOO,Compact,Hyundai Elantra,2023,East,2023-01-20
0VTPOT,Compact,Honda Civic,2020,East,2023-02-25
38CIYF,Compact,Toyota Corolla,2019,East,2023-03-19
VPGSSZ,Truck,Ford F-150,2021,East,2023-01-31
38PY29,Full-Size,Chevrolet Impala,2020,Central,2023-03-01
XIMHHL,Full-Size,Chevrolet Impala,2020,West,2023-03-05
R2KGEH,Truck,Ford F-150,2023,South,2023-02-24
POOLQX,Compact,Toyota Corolla,2020,East,2023-03-03
B6LEGT,Truck,Ram 1500,2020,South,2023-01-21
SDRH6L,Compact,Hyundai Elantra,2021,North,2023-02-25
9U8TEX,Full-Size,Chevrolet Impala,2019,South,2023-01-01
R3OGE0,Mid-Size,Toyota Camry,2022,North,2023-03-07
IYECZM,Mid-Size,Nissan Altima,2019,Central,2023-03-13
UAGDKK,Truck,Chevrolet Silverado,2019,North,2023-03-13
NIQ6D6,Compact,Honda Civic,2018,South,2023-01-03
OUY079,Truck,Ram 1500,2020,South,2023-03-24
DOTS9X,Mid-Size,Honda Accord,2021,South,2023-02-09
O702WC,Full-Size,Chrysler 300,2022,South,2023-01-08
8ZFJMJ,Truck,Chevrolet Silverado,2023,West,2023-02-18
WTHZKF,Compact,Honda Civic,2022,Central,2023-02-21
8LIZ1F,Truck,Ford F-150,2019,North,2023-02-06
C4SQPV,Full-Size,Ford Taurus,2022,South,2023-03-09
YCJ8G6,Full-Size,Chrysler 300,2019,East,2023-02-18
OGVXM2,Compact,Honda Civic,2019,South,2023-01-20
CEWUZ4,Mid-Size,Toyota Camry,2020,West,2023-02-25
7SS78B,Full-Size,Ford Taurus,2021,South,2023-01-24
S7B90F,Mid-Size,Nissan Altima,2019,East,2023-01-11
XPMW06,Compact,Hyundai Elantra,2023,East,2023-01-25
PF5M12,Compact,Honda Civic,2019,South,2023-03-23
CODV2U,SUV,Toyota RAV4,2020,West,2023-02-21
L9DFN8,Compact,Toyota Corolla,2021,West,2023-01-29
6U86VE,Full-Size,Ford Taurus,2020,East,2023-02-02
6XF4O2,Truck,Chevrolet Silverado,2020,East,2023-03-19
JAQQ5E,Compact,Toyota Corolla,2023,Central,2023-03-01
6F7ZM8,Compact,Hyundai Elantra,2020,Central,2023-03-11
MWADMI,Full-Size,Chrysler 300,2018,Central,2023-02-24
INVE14,Compact,Toyota Corolla,2022,North,2023-03-31
4H5ED0,Full-Size,Chevrolet Impala,2022,Central,2023-03-01
1EOO0S,Full-Size,Chrysler 300,2019,Central,2023-02-06
VC9UYR,Full-Size,Chrysler 300,2023,Central,2023-01-23
IYKHTM,Mid-Size,Nissan Altima,2020,West,2023-01-05
6XNBME,Full-Size,Chevrolet Impala,2018,South,2023-03-11
HKXDFB,Full-Size,Chrysler 300,2019,West,2023-03-25
79KQKT,Compact,Hyundai Elantra,2022,East,2023-03-01
TJXAX1,Full-Size,Chrysler 300,2019,Central,2023-02-13
B0093A,SUV,Toyota RAV4,2020,South,2023-01-12
CEUZXL,Full-Size,Chrysler 300,2022,West,2023-02-27
HCNKKD,Mid-Size,Honda Accord,2023,West,2023-01-19
K4I5DW,Mid-Size,Toyota Camry,2020,Central,2023-02-25
DN81SW,Compact,Toyota Corolla,2023,North,2023-01-28
X2VSC8,Compact,Hyundai Elantra,2019,Central,2023-03-19
UKEV23,Compact,Hyundai Elantra,2023,South,2023-03-26
56W8CO,Truck,Ford F-150,2019,Central,2023-01-22
RZKK6X,Compact,Honda Civic,2018,North,2023-01-30
WGSPW7,SUV,Ford Explorer,2022,South,2023-03-24
K3WR8F,Compact,Toyota Corolla,2022,West,2023-01-02
YOYE0C,Mid-Size,Honda Accord,2023,East,2023-02-16
M6WRLD,Mid-Size,Honda Accord,2023,West,2023-01-13
EZJCPO,Mid-Size,Honda Accord,2018,East,2023-02-08
8IJFGT,SUV,Chevrolet Equinox,2021,North,2023-01-03
IZ3RI3,Truck,Chevrolet Silverado,2022,West,2023-01-13
877308,SUV,Toyota RAV4,2021,East,2023-02-06
M7A3MK,Compact,Toyota Corolla,2018,East,2023-01-06
YG90A4,SUV,Ford Explorer,2018,South,2023-03-13
D33XV3,Compact,Honda Civic,2022,Central,2023-02-22
4ZGXHB,Truck,Chevrolet Silverado,2023,West,2023-02-10
FQ8BCD,Mid-Size,Nissan Altima,2019,North,2023-02-12
GT3B26,Mid-Size,Nissan Altima,2018,North,2023-03-17
CQ3ZGF,Compact,Honda Civic,2020,North,2023-03-18
Q48RTU,Compact,Toyota Corolla,2019,North,2023-01-05
RXJTWU,Compact,Toyota Corolla,2023,West,2023-03-03
9003SL,Truck,Chevrolet Silverado,2023,West,2023-02-12
T75MRJ,SUV,Chevrolet Equinox,2021,East,2023-03-12
ALDMBL,Truck,Chevrolet Silverado,2023,East,2023-03-12
Z45UT8,Compact,Toyota Corolla,2019,Central,2023-03-05
UD7WXD,Full-Size,Chrysler 300,2023,Central,2023-03-02
QQ3NMY,Mid-Size,Honda Accord,2020,East,2023-01-20
A0AIRG,Mid-Size,Honda Accord,2020,East,2023-03-18
BPZIJY,Mid-Size,Toyota Camry,2018,East,2023-03-05
8SU3C9,Mid-Size,Nissan Altima,2019,Central,2023-01-25
RNW671,Full-Size,Ford Taurus,2019,West,2023-01-21
RFG4ER,Compact,Toyota Corolla,2020,South,2023-02-15
OZMZS5,Mid-Size,Toyota Camry,2019,Central,2023-01-31
G1Z3RL,Full-Size,Ford Taurus,2018,South,2023-03-02
S9HXI1,Compact,Toyota Corolla,2021,West,2023-02-06
P4FE8M,Truck,Ram 1500,2023,Central,2023-01-16
D4O7P1,Mid-Size,Nissan Altima,2018,Central,2023-02-05
URRJ0S,SUV,Toyota RAV4,2021,North,2023-03-15
AOO5PU,Full-Size,Ford Taurus,2023,South,2023-03-16
COKR67,Full-Size,Ford Taurus,2020,West,2023-01-29
KW8IPS,Full-Size,Ford Taurus,2019,North,2023-03-13
AQELE0,SUV,Chevrolet Equinox,2018,North,2023-01-09
4JBREP,Full-Size,Ford Taurus,2023,South,2023-03-30
TQSUFY,Mid-Size,Honda Accord,2020,East,2023-03-10
YFPKO1,Compact,Hyundai Elantra,2018,North,2023-01-04
V6UBZC,Full-Size,Chevrolet Impala,2023,North,2023-03-05
M79F99,Compact,Toyota Corolla,2022,South,2023-02-14
53CEWD,Compact,Hyundai Elantra,2022,East,2023-03-21
J96JTT,Compact,Hyundai Elantra,2018,East,2023-01-22
JIPV24,Mid-Size,Nissan Altima,2018,West,2023-03-22
AXWB4V,Compact,Honda Civic,2019,Central,2023-03-20
ZXMHN1,Full-Size,Ford Taurus,2018,North,2023-01-26
WWEAY8,SUV,Ford Explorer,2021,West,2023-02-08
MQ8ISD,SUV,Ford Explorer,2020,North,2023-02-27
JNYLQK,Mid-Size,Nissan Altima,2022,South,2023-01-22
F2YXUE,Mid-Size,Honda Accord,2018,South,2023-03-31
SZR0LS,Full-Size,Ford Taurus,2022,West,2023-01-18
N9GKYC,Mid-Size,Toyota Camry,2023,South,2023-01-22
SBTLGR,Full-Size,Ford Taurus,2018,Central,2023-02-15
LCTUX6,Compact,Hyundai Elantra,2021,South,2023-02-12
Z2XY2X,Truck,Chevrolet Silverado,2021,Central,2023-01-05
S08RIO,Compact,Honda Civic,2018,Central,2023-03-23
AL5D5U,SUV,Toyota RAV4,2019,East,2023-01-22
LR5EUJ,Full-Size,Chevrolet Impala,2022,North,2023-01-10
T27JXP,Compact,Toyota Corolla,2023,West,2023-02-16
SF4GB1,Full-Size,Ford Taurus,2020,East,2023-03-25
OCYK99,Compact,Honda Civic,2018,South,2023-01-01
TRQV6X,SUV,Toyota RAV4,2019,East,2023-02-13
DHWNRO,Full-Size,Chevrolet Impala,2023,South,2023-03-23
VICIYV,Compact,Toyota Corolla,2021,South,2023-03-22
3DFEUU,Compact,Honda Civic,2020,Central,2023-01-16
FQBWUA,SUV,Chevrolet Equinox,2018,South,2023-02-25
DZ64US,Mid-Size,Nissan Altima,2022,East,2023-03-17
346ORC,SUV,Chevrolet Equinox,2020,West,2023-03-02
GN3QV5,SUV,Chevrolet Equinox,2021,South,2023-03-01
RM0LN5,Full-Size,Chevrolet Impala,2023,West,2023-03-11
PJ4X1L,Mid-Size,Honda Accord,2021,Central,2023-02-10
28FGU0,Full-Size,Ford Taurus,2023,Central,2023-01-07
ATE909,Truck,Chevrolet Silverado,2021,North,2023-02-27
H2NDRQ,Compact,Honda Civic,2020,East,2023-02-26
S4KWH5,Mid-Size,Honda Accord,2023,North,2023-03-18
Q2JL9H,Compact,Toyota Corolla,2021,West,2023-03-25
ULOZ2R,Mid-Size,Toyota Camry,2022,South,2023-01-31
WBI0XB,Full-Size,Chevrolet Impala,2019,Central,2023-03-28
6OKQOS,Mid-Size,Honda Accord,2022,North,2023-01-01
FF90N4,Full-Size,Chrysler 300,2021,Central,2023-03-29
2ZZ84J,Mid-Size,Nissan Altima,2018,South,2023-01-13
0FSCGZ,Compact,Toyota Corolla,2019,Central,2023-02-28
NF97IV,Mid-Size,Toyota Camry,2023,North,2023-03-03
K2YP70,SUV,Chevrolet Equinox,2021,South,2023-02-26
FP3TD1,Full-Size,Chevrolet Impala,2022,South,2023-03-31
RI35VZ,Mid-Size,Honda Accord,2019,Central,2023-02-19
I06I7D,SUV,Chevrolet Equinox,2019,West,2023-01-12
QCQX5F,Compact,Hyundai Elantra,2023,Central,2023-02-24
59C86B,Mid-Size,Honda Accord,2020,East,2023-01-27
C0PJOM,Compact,Hyundai Elantra,2023,West,2023-02-25
9ID346,Truck,Chevrolet Silverado,2022,West,2023-02-04
8B1JPQ,Full-Size,Chrysler 300,2020,West,2023-01-04
9SIDV3,Full-Size,Ford Taurus,2023,Central,2023-02-27
Z7BOW4,Compact,Honda Civic,2022,Central,2023-01-08
LYHV13,Compact,Honda Civic,2018,East,2023-01-30
QR5TMJ,Full-Size,Ford Taurus,2018,East,2023-02-25
ZZTFFI,Mid-Size,Nissan Altima,2018,West,2023-03-21
ARON7I,Truck,Chevrolet Silverado,2022,West,2023-01-29
3GW44V,SUV,Ford Explorer,2018,Central,2023-01-27
HNP4N3,Mid-Size,Honda Accord,2019,West,2023-01-28
8D7UVL,Full-Size,Ford Taurus,2020,Central,2023-02-21
MTHZYA,Truck,Chevrolet Silverado,2018,West,2023-01-18
HS0K5T,Mid-Size,Toyota Camry,2019,Central,2023-02-17
TDW3HT,Full-Size,Chevrolet Impala,2022,West,2023-03-14
AHC19B,Truck,Ford F-150,2023,Central,2023-01-08
ZVZS9B,Compact,Honda Civic,2020,North,2023-03-28
FI2CE0,SUV,Ford Explorer,2022,Central,2023-02-17
PZNDVD,Compact,Honda Civic,2021,South,2023-02-26
R5GH8K,Full-Size,Chevrolet Impala,2020,West,2023-02-25
NYEC48,SUV,Ford Explorer,2021,South,2023-03-27
9AT44M,Full-Size,Chevrolet Impala,2023,East,2023-03-01
RFFNI9,Mid-Size,Toyota Camry,2018,West,2023-03-21
CTUCP7,Full-Size,Chevrolet Impala,2021,East,2023-01-26
DFFB5B,Compact,Hyundai Elantra,2018,West,2023-01-20
K39FMG,Compact,Toyota Corolla,2023,North,2023-02-27
G7MWFK,Mid-Size,Honda Accord,2021,Central,2023-01-14
MV6IXR,Full-Size,Ford Taurus,2018,East,2023-01-11
2MPWP1,Mid-Size,Nissan Altima,2021,West,2023-01-20
AMGFBM,Compact,Honda Civic,2020,South,2023-01-25
H1S252,SUV,Chevrolet Equinox,2018,East,2023-01-09
P9N3G8,Mid-Size,Nissan Altima,2023,East,2023-03-07
KWMILV,Mid-Size,Nissan Altima,2020,North,2023-02-22
EH7D0K,Mid-Size,Toyota Camry,2018,East,2023-01-19
LNNZ2N,Compact,Hyundai Elantra,2021,West,2023-01-26
GA07BV,Full-Size,Ford Taurus,2020,Central,2023-03-25
HH3JKE,Mid-Size,Toyota Camry,2021,Central,2023-03-24
666IG7,Compact,Honda Civic,2018,South,2023-01-12
WJB22A,Truck,Ram 1500,2022,West,2023-02-25
RRQNLM,SUV,Ford Explorer,2020,North,2023-01-30
79EZUJ,Full-Size,Chevrolet Impala,2020,Central,2023-02-02
G1NE87,SUV,Toyota RAV4,2022,Central,2023-02-23
PPPGDJ,Truck,Chevrolet Silverado,2021,Central,2023-03-30
NFB75L,Mid-Size,Toyota Camry,2018,East,2023-02-22
WF73GH,Full-Size,Chrysler 300,2021,South,2023-03-27
LDMY0A,Full-Size,Ford Taurus,2021,West,2023-03-15
M35U0I,Mid-Size,Toyota Camry,2019,West,2023-03-12
5RYJGT,Compact,Toyota Corolla,2019,South,2023-03-13
SU31KQ,Compact,Honda Civic,2018,East,2023-03-13
D2ECS7,Full-Size,Chevrolet Impala,2023,West,2023-01-23
NGG4XR,SUV,Chevrolet Equinox,2018,East,2023-03-29
7DWMI7,SUV,Ford Explorer,2021,South,2023-03-24
84F0MN,Mid-Size,Toyota Camry,2023,South,2023-02-24
GV4ITX,Compact,Hyundai Elantra,2020,East,2023-03-06
WJB3VZ,Mid-Size,Toyota Camry,2019,South,2023-03-21
TNJX3L,Mid-Size,Nissan Altima,2022,South,2023-01-14
AFUI3J,Truck,Ford F-150,2021,North,2023-01-06
RIQY20,SUV,Chevrolet Equinox,2018,South,2023-03-31
SQL906,Truck,Ford F-150,2021,West,2023-02-19
0DJQL6,SUV,Chevrolet Equinox,2018,South,2023-03-06
RHVNE8,Truck,Chevrolet Silverado,2020,North,2023-02-15
81L3K5,Mid-Size,Toyota Camry,2019,Central,2023-02-16
5GLZI2,Compact,Honda Civic,2023,East,2023-01-04
YI1BNG,Compact,Hyundai Elantra,2023,East,2023-01-27
A0FYC6,Mid-Size,Honda Accord,2022,East,2023-01-08
9LRWVA,Mid-Size,Toyota Camry,2022,East,2023-02-08
97RTG0,Compact,Hyundai Elantra,2018,East,2023-01-02
SKLC2C,Truck,Ford F-150,2018,West,2023-03-14
U3BF13,Compact,Toyota Corolla,2022,Central,2023-01-27
CJVTSJ,Truck,Chevrolet Silverado,2020,Central,2023-03-08
TB5TNN,SUV,Ford Explorer,2021,East,2023-01-05
NPGVGL,Full-Size,Chevrolet Impala,2022,South,2023-01-03
5U6X2D,Full-Size,Chrysler 300,2020,North,2023-02-08
SMADGA,Mid-Size,Honda Accord,2022,East,2023-03-12
PB3V8D,Full-Size,Chrysler 300,2022,Central,2023-03-15
C5O1GA,Compact,Honda Civic,2019,South,2023-02-19
RUEAHD,Truck,Chevrolet Silverado,2022,Central,2023-02-25
99AQNA,Mid-Size,Nissan Altima,2019,West,2023-03-03
X4W7WT,Mid-Size,Toyota Camry,2019,West,2023-03-02
8Z12B0,Full-Size,Ford Taurus,2022,East,2023-03-08
0RU3FS,Full-Size,Chrysler 300,2023,West,2023-01-03
1JJALM,Mid-Size,Toyota Camry,2018,North,2023-02-08
8CXC2Q,Full-Size,Chrysler 300,2021,North,2023-03-17
P70DJJ,Compact,Toyota Corolla,2021,North,2023-02-09
V3WO01,Full-Size,Ford Taurus,2021,West,2023-01-14
CTZVIF,Mid-Size,Nissan Altima,2022,East,2023-03-01
KM7W4A,Mid-Size,Toyota Camry,2018,South,2023-01-28
2GUN5Y,Compact,Hyundai Elantra,2022,North,2023-02-16
QSZZU0,Mid-Size,Toyota Camry,2019,East,2023-02-16
2BN6L3,Mid-Size,Toyota Camry,2018,South,2023-03-04
TJMREL,Mid-Size,Honda Accord,2020,North,2023-03-25
Y68N2O,Compact,Honda Civic,2018,North,2023-03-04
36QV5E,Compact,Hyundai Elantra,2021,West,2023-03-31
IWG2JM,Mid-Size,Nissan Altima,2021,West,2023-01-02
3S2WSS,Compact,Hyundai Elantra,2021,South,2023-03-12
29AS2X,Full-Size,Ford Taurus,2018,East,2023-02-07
R2QEJB,Truck,Ford F-150,2022,South,2023-03-07
Z9N09O,Mid-Size,Nissan Altima,2018,East,2023-01-08
5AYF2A,Truck,Chevrolet Silverado,2019,North,2023-02-17
3OIT9F,Compact,Toyota Corolla,2020,Central,2023-01-03
LXD8S9,Compact,Hyundai Elantra,2022,West,2023-03-01
O3LPMT,Full-Size,Ford Taurus,2020,Central,2023-01-20
IS4F24,SUV,Chevrolet Equinox,2022,South,2023-01-13
BYRWKH,SUV,Chevrolet Equinox,2023,Central,2023-01-08
KFO52G,Compact,Hyundai Elantra,2022,East,2023-01-25
UCCWKZ,SUV,Ford Explorer,2018,North,2023-03-28
FEZHC2,Mid-Size,Honda Accord,2022,South,2023-03-30
Z7VRY2,Mid-Size,Toyota Camry,2019,Central,2023-01-08
WL6Z5U,Compact,Honda Civic,2023,West,2023-03-30
Q4W16K,Truck,Ford F-150,2023,West,2023-02-22
GFV39B,Compact,Honda Civic,2018,South,2023-01-30
AYJRCC,SUV,Toyota RAV4,2018,West,2023-03-26
TY5RX4,Full-Size,Ford Taurus,2022,Central,2023-01-22
PH3AJE,Full-Size,Chrysler 300,2018,North,2023-01-17
XJMXKN,Full-Size,Chrysler 300,2023,South,2023-01-21
RE79ZD,SUV,Ford Explorer,2021,North,2023-01-14
RMF5OX,Compact,Honda Civic,2021,North,2023-02-13
YLM83S,Compact,Honda Civic,2023,Central,2023-01-13
TAHA37,Full-Size,Ford Taurus,2019,South,2023-01-21
FKM3OB,Mid-Size,Nissan Altima,2021,North,2023-02-03
VFX4C9,Compact,Honda Civic,2023,North,2023-02-28
XBHG50,Compact,Toyota Corolla,2018,Central,2023-03-19
NTMOWH,Mid-Size,Honda Accord,2019,East,2023-01-07
189GOJ,Compact,Toyota Corolla,2018,West,2023-02-26
WLOEUT,Compact,Honda Civic,2020,South,2023-01-10
TM1VGN,Truck,Chevrolet Silverado,2018,West,2023-03-31
XEM5PS,Mid-Size,Nissan Altima,2019,Central,2023-01-25
YL3ARV,Truck,Ford F-150,2023,West,2023-03-19
I2CXW2,Truck,Chevrolet Silverado,2020,East,2023-03-11
HFU82H,Compact,Toyota Corolla,2020,South,2023-01-30
OJ2SPA,Full-Size,Ford Taurus,2020,South,2023-01-30
WPBH00,Full-Size,Ford Taurus,2023,East,2023-01-29
R10WHP,Full-Size,Ford Taurus,2020,East,2023-02-12
3LX3TS,Compact,Toyota Corolla,2020,North,2023-02-09
GRBETH,Compact,Toyota Corolla,2023,North,2023-03-01
MMRZQ4,Compact,Honda Civic,2018,East,2023-02-11
R99P1Q,Full-Size,Ford Taurus,2020,North,2023-03-12
51ML5T,Truck,Ford F-150,2022,East,2023-02-11
ZYFI6K,Full-Size,Ford Taurus,2021,South,2023-01-28
5M4UDJ,Full-Size,Chevrolet Impala,2023,South,2023-01-30
8HIFV3,Truck,Chevrolet Silverado,2023,North,2023-03-07
7556U3,Full-Size,Ford Taurus,2020,East,2023-01-13
WEADMR,Compact,Hyundai Elantra,2022,North,2023-01-26
WSN05I,SUV,Toyota RAV4,2019,West,2023-01-29
J78LSU,Mid-Size,Nissan Altima,2019,Central,2023-02-28
W5DSH1,Compact,Toyota Corolla,2023,Central,2023-01-12
V06243,Mid-Size,Nissan Altima,2018,West,2023-02-10
WOMNV2,Truck,Chevrolet Silverado,2020,Central,2023-03-02
NUOV3O,Mid-Size,Honda Accord,2021,Central,2023-03-25
OHRQF8,Mid-Size,Nissan Altima,2020,West,2023-02-09
4K7JPE,Compact,Toyota Corolla,2023,South,2023-03-30
WRJK7Y,Compact,Toyota Corolla,2019,East,2023-02-24
FECI0C,Compact,Hyundai Elantra,2021,Central,2023-03-11
IBX3T6,Full-Size,Ford Taurus,2018,West,2023-01-22
Y1L5WD,SUV,Chevrolet Equinox,2019,South,2023-03-24
